candidate_version,date_local,cp,macro_regime_label,subtype_label,candidate_regime_label,source_candidate_id,component_argmax,component_probabilities,family_probabilities,component_entropy,component_margin,nearest_alternative_macro,distance_to_candidate,distance_to_alternative,assignment_confidence,low_confidence_flag,original_macro_regime_label,original_subtype_label,absorbed_from_residual,residual_absorption_reason,causal_window,production_status
v2.1,2010-01-19,22:00,macro_southerly_flow,subtype_southerly_disrupted,macro_southerly_flow,RDC-V1-MONTH-1-C00,RDC-V1-MONTH-1-C00,"{""RDC-V1-MONTH-1-C00"": 0.772597274109, ""RDC-V1-MONTH-1-C01"": 0.117296884588, ""RDC-V1-MONTH-1-C02"": 0.049886071324, ""RDC-V1-MONTH-1-C03"": 0.021929280977, ""RDC-V1-MONTH-1-C04"": 0.021391249261, ""RDC-V1-MONTH-1-C05"": 0.016899239742}","{""macro_nw_continuum"": 0.093206601561, ""macro_southerly_flow"": 0.906793398439}",0.8352299141386835,0.6553003895211985,macro_southerly_flow,2.009652340694547,3.894702066762407,0.772597274109054,false,macro_southerly_flow,subtype_southerly_disrupted,false,Original physical macro retained.,valid < CP,NOT_PRODUCTION
v2.1,2010-01-19,23:00,macro_southerly_flow,subtype_southerly_disrupted,macro_southerly_flow,RDC-V1-MONTH-1-C00,RDC-V1-MONTH-1-C00,"{""RDC-V1-MONTH-1-C00"": 0.772597274109, ""RDC-V1-MONTH-1-C01"": 0.117296884588, ""RDC-V1-MONTH-1-C02"": 0.049886071324, ""RDC-V1-MONTH-1-C03"": 0.021929280977, ""RDC-V1-MONTH-1-C04"": 0.021391249261, ""RDC-V1-MONTH-1-C05"": 0.016899239742}","{""macro_nw_continuum"": 0.093206601561, ""macro_southerly_flow"": 0.906793398439}",0.8352299141386835,0.6553003895211985,macro_southerly_flow,2.009652340694547,3.894702066762407,0.772597274109054,false,macro_southerly_flow,subtype_southerly_disrupted,false,Original physical macro retained.,valid < CP,NOT_PRODUCTION
v2.1,2010-05-18,20:00,macro_southerly_flow,subtype_southerly_disrupted,macro_southerly_flow,RDC-V1-MONTH-5-C02,RDC-V1-MONTH-5-C02,"{""RDC-V1-MONTH-5-C00"": 0.032823634679, ""RDC-V1-MONTH-5-C01"": 0.144551611982, ""RDC-V1-MONTH-5-C02"": 0.38168789084, ""RDC-V1-MONTH-5-C03"": 0.067771297201, ""RDC-V1-MONTH-5-C04"": 0.146613031674, ""RDC-V1-MONTH-5-C05"": 0.226552533625}","{""macro_light_marine_or_residual"": 0.067771297201, ""macro_nw_continuum"": 0.55054081196, ""macro_southerly_flow"": 0.38168789084}",1.5596344923316716,0.1551353572148143,macro_nw_continuum,2.9765554371429435,3.4981818175405204,0.3816878908396031,true,macro_southerly_flow,subtype_southerly_disrupted,false,Original physical macro retained.,valid < CP,NOT_PRODUCTION
v2.1,2010-05-18,21:00,macro_southerly_flow,subtype_southerly_disrupted,macro_southerly_flow,RDC-V1-MONTH-5-C02,RDC-V1-MONTH-5-C02,"{""RDC-V1-MONTH-5-C00"": 0.032823634679, ""RDC-V1-MONTH-5-C01"": 0.144551611982, ""RDC-V1-MONTH-5-C02"": 0.38168789084, ""RDC-V1-MONTH-5-C03"": 0.067771297201, ""RDC-V1-MONTH-5-C04"": 0.146613031674, ""RDC-V1-MONTH-5-C05"": 0.226552533625}","{""macro_light_marine_or_residual"": 0.067771297201, ""macro_nw_continuum"": 0.55054081196, ""macro_southerly_flow"": 0.38168789084}",1.5596344923316716,0.1551353572148143,macro_nw_continuum,2.9765554371429435,3.4981818175405204,0.3816878908396031,true,macro_southerly_flow,subtype_southerly_disrupted,false,Original physical macro retained.,valid < CP,NOT_PRODUCTION
v2.1,2010-05-18,22:00,macro_southerly_flow,subtype_southerly_disrupted,macro_southerly_flow,RDC-V1-MONTH-5-C02,RDC-V1-MONTH-5-C02,"{""RDC-V1-MONTH-5-C00"": 0.032823634679, ""RDC-V1-MONTH-5-C01"": 0.144551611982, ""RDC-V1-MONTH-5-C02"": 0.38168789084, ""RDC-V1-MONTH-5-C03"": 0.067771297201, ""RDC-V1-MONTH-5-C04"": 0.146613031674, ""RDC-V1-MONTH-5-C05"": 0.226552533625}","{""macro_light_marine_or_residual"": 0.067771297201, ""macro_nw_continuum"": 0.55054081196, ""macro_southerly_flow"": 0.38168789084}",1.5596344923316716,0.1551353572148143,macro_nw_continuum,2.9765554371429435,3.4981818175405204,0.3816878908396031,true,macro_southerly_flow,subtype_southerly_disrupted,false,Original physical macro retained.,valid < CP,NOT_PRODUCTION
v2.1,2010-05-18,23:00,macro_southerly_flow,subtype_southerly_disrupted,macro_southerly_flow,RDC-V1-MONTH-5-C02,RDC-V1-MONTH-5-C02,"{""RDC-V1-MONTH-5-C00"": 0.032823634679, ""RDC-V1-MONTH-5-C01"": 0.144551611982, ""RDC-V1-MONTH-5-C02"": 0.38168789084, ""RDC-V1-MONTH-5-C03"": 0.067771297201, ""RDC-V1-MONTH-5-C04"": 0.146613031674, ""RDC-V1-MONTH-5-C05"": 0.226552533625}","{""macro_light_marine_or_residual"": 0.067771297201, ""macro_nw_continuum"": 0.55054081196, ""macro_southerly_flow"": 0.38168789084}",1.5596344923316716,0.1551353572148143,macro_nw_continuum,2.9765554371429435,3.4981818175405204,0.3816878908396031,true,macro_southerly_flow,subtype_southerly_disrupted,false,Original physical macro retained.,valid < CP,NOT_PRODUCTION
v2.1,2010-08-20,20:00,macro_nw_continuum,subtype_transition_low_confidence,macro_nw_continuum,RDC-V1-MONTH-8-C00,RDC-V1-MONTH-8-C00,"{""RDC-V1-MONTH-8-C00"": 0.247602176493, ""RDC-V1-MONTH-8-C01"": 0.105724037165, ""RDC-V1-MONTH-8-C02"": 0.11358897243, ""RDC-V1-MONTH-8-C03"": 0.15081338809, ""RDC-V1-MONTH-8-C04"": 0.18562275307, ""RDC-V1-MONTH-8-C05"": 0.196648672752}","{""macro_light_marine_or_residual"": 0.247602176493, ""macro_nw_continuum"": 0.601584435417, ""macro_southerly_flow"": 0.15081338809}",1.7479731093629125,0.050953503740254424,macro_nw_continuum,2.934495234468807,3.164899816032148,0.2476021764927135,true,macro_light_marine_or_residual,subtype_transition_low_confidence,true,Residual macro absorbed into nearest physical macro macro_nw_continuum.,valid < CP,NOT_PRODUCTION
v2.1,2010-08-20,21:00,macro_nw_continuum,subtype_transition_low_confidence,macro_nw_continuum,RDC-V1-MONTH-8-C00,RDC-V1-MONTH-8-C00,"{""RDC-V1-MONTH-8-C00"": 0.247602176493, ""RDC-V1-MONTH-8-C01"": 0.105724037165, ""RDC-V1-MONTH-8-C02"": 0.11358897243, ""RDC-V1-MONTH-8-C03"": 0.15081338809, ""RDC-V1-MONTH-8-C04"": 0.18562275307, ""RDC-V1-MONTH-8-C05"": 0.196648672752}","{""macro_light_marine_or_residual"": 0.247602176493, ""macro_nw_continuum"": 0.601584435417, ""macro_southerly_flow"": 0.15081338809}",1.7479731093629125,0.050953503740254424,macro_nw_continuum,2.934495234468807,3.164899816032148,0.2476021764927135,true,macro_light_marine_or_residual,subtype_transition_low_confidence,true,Residual macro absorbed into nearest physical macro macro_nw_continuum.,valid < CP,NOT_PRODUCTION
v2.1,2010-08-20,22:00,macro_nw_continuum,subtype_transition_low_confidence,macro_nw_continuum,RDC-V1-MONTH-8-C00,RDC-V1-MONTH-8-C00,"{""RDC-V1-MONTH-8-C00"": 0.247602176493, ""RDC-V1-MONTH-8-C01"": 0.105724037165, ""RDC-V1-MONTH-8-C02"": 0.11358897243, ""RDC-V1-MONTH-8-C03"": 0.15081338809, ""RDC-V1-MONTH-8-C04"": 0.18562275307, ""RDC-V1-MONTH-8-C05"": 0.196648672752}","{""macro_light_marine_or_residual"": 0.247602176493, ""macro_nw_continuum"": 0.601584435417, ""macro_southerly_flow"": 0.15081338809}",1.7479731093629125,0.050953503740254424,macro_nw_continuum,2.934495234468807,3.164899816032148,0.2476021764927135,true,macro_light_marine_or_residual,subtype_transition_low_confidence,true,Residual macro absorbed into nearest physical macro macro_nw_continuum.,valid < CP,NOT_PRODUCTION
v2.1,2010-08-20,23:00,macro_nw_continuum,subtype_transition_low_confidence,macro_nw_continuum,RDC-V1-MONTH-8-C00,RDC-V1-MONTH-8-C00,"{""RDC-V1-MONTH-8-C00"": 0.247602176493, ""RDC-V1-MONTH-8-C01"": 0.105724037165, ""RDC-V1-MONTH-8-C02"": 0.11358897243, ""RDC-V1-MONTH-8-C03"": 0.15081338809, ""RDC-V1-MONTH-8-C04"": 0.18562275307, ""RDC-V1-MONTH-8-C05"": 0.196648672752}","{""macro_light_marine_or_residual"": 0.247602176493, ""macro_nw_continuum"": 0.601584435417, ""macro_southerly_flow"": 0.15081338809}",1.7479731093629125,0.050953503740254424,macro_nw_continuum,2.934495234468807,3.164899816032148,0.2476021764927135,true,macro_light_marine_or_residual,subtype_transition_low_confidence,true,Residual macro absorbed into nearest physical macro macro_nw_continuum.,valid < CP,NOT_PRODUCTION
v2.1,2010-08-30,20:00,macro_southerly_flow,subtype_southerly_disrupted,macro_southerly_flow,RDC-V1-MONTH-8-C03,RDC-V1-MONTH-8-C03,"{""RDC-V1-MONTH-8-C00"": 0.023484322791, ""RDC-V1-MONTH-8-C01"": 0.277429613012, ""RDC-V1-MONTH-8-C02"": 0.123155831163, ""RDC-V1-MONTH-8-C03"": 0.408797423922, ""RDC-V1-MONTH-8-C04"": 0.077516641212, ""RDC-V1-MONTH-8-C05"": 0.089616167899}","{""macro_light_marine_or_residual"": 0.023484322791, ""macro_nw_continuum"": 0.567718253287, ""macro_southerly_flow"": 0.408797423922}",1.4818304923437005,0.1313678109104443,macro_nw_continuum,2.663361356663634,3.0510138397645625,0.4087974239224772,true,macro_southerly_flow,subtype_southerly_disrupted,false,Original physical macro retained.,valid < CP,NOT_PRODUCTION
v2.1,2010-08-30,21:00,macro_southerly_flow,subtype_southerly_disrupted,macro_southerly_flow,RDC-V1-MONTH-8-C03,RDC-V1-MONTH-8-C03,"{""RDC-V1-MONTH-8-C00"": 0.023484322791, ""RDC-V1-MONTH-8-C01"": 0.277429613012, ""RDC-V1-MONTH-8-C02"": 0.123155831163, ""RDC-V1-MONTH-8-C03"": 0.408797423922, ""RDC-V1-MONTH-8-C04"": 0.077516641212, ""RDC-V1-MONTH-8-C05"": 0.089616167899}","{""macro_light_marine_or_residual"": 0.023484322791, ""macro_nw_continuum"": 0.567718253287, ""macro_southerly_flow"": 0.408797423922}",1.4818304923437005,0.1313678109104443,macro_nw_continuum,2.663361356663634,3.0510138397645625,0.4087974239224772,true,macro_southerly_flow,subtype_southerly_disrupted,false,Original physical macro retained.,valid < CP,NOT_PRODUCTION
v2.1,2010-08-30,22:00,macro_southerly_flow,subtype_southerly_disrupted,macro_southerly_flow,RDC-V1-MONTH-8-C03,RDC-V1-MONTH-8-C03,"{""RDC-V1-MONTH-8-C00"": 0.023484322791, ""RDC-V1-MONTH-8-C01"": 0.277429613012, ""RDC-V1-MONTH-8-C02"": 0.123155831163, ""RDC-V1-MONTH-8-C03"": 0.408797423922, ""RDC-V1-MONTH-8-C04"": 0.077516641212, ""RDC-V1-MONTH-8-C05"": 0.089616167899}","{""macro_light_marine_or_residual"": 0.023484322791, ""macro_nw_continuum"": 0.567718253287, ""macro_southerly_flow"": 0.408797423922}",1.4818304923437005,0.1313678109104443,macro_nw_continuum,2.663361356663634,3.0510138397645625,0.4087974239224772,true,macro_southerly_flow,subtype_southerly_disrupted,false,Original physical macro retained.,valid < CP,NOT_PRODUCTION
v2.1,2010-08-30,23:00,macro_southerly_flow,subtype_southerly_disrupted,macro_southerly_flow,RDC-V1-MONTH-8-C03,RDC-V1-MONTH-8-C03,"{""RDC-V1-MONTH-8-C00"": 0.023484322791, ""RDC-V1-MONTH-8-C01"": 0.277429613012, ""RDC-V1-MONTH-8-C02"": 0.123155831163, ""RDC-V1-MONTH-8-C03"": 0.408797423922, ""RDC-V1-MONTH-8-C04"": 0.077516641212, ""RDC-V1-MONTH-8-C05"": 0.089616167899}","{""macro_light_marine_or_residual"": 0.023484322791, ""macro_nw_continuum"": 0.567718253287, ""macro_southerly_flow"": 0.408797423922}",1.4818304923437005,0.1313678109104443,macro_nw_continuum,2.663361356663634,3.0510138397645625,0.4087974239224772,true,macro_southerly_flow,subtype_southerly_disrupted,false,Original physical macro retained.,valid < CP,NOT_PRODUCTION
v2.1,2010-11-08,20:00,macro_nw_continuum,subtype_nw_or_foehn,macro_nw_continuum,RDC-V1-MONTH-11-C03,RDC-V1-MONTH-11-C03,"{""RDC-V1-MONTH-11-C00"": 0.058459675929, ""RDC-V1-MONTH-11-C01"": 0.220562949058, ""RDC-V1-MONTH-11-C02"": 0.103731701101, ""RDC-V1-MONTH-11-C03"": 0.243739447436, ""RDC-V1-MONTH-11-C04"": 0.236325570397, ""RDC-V1-MONTH-11-C05"": 0.13718065608}","{""macro_nw_continuum"": 0.759087642819, ""macro_southerly_flow"": 0.240912357181}",1.6919286398152558,0.007413877038651262,macro_nw_continuum,1.7410987967132778,1.7719882231612671,0.24373944743553266,true,macro_nw_continuum,subtype_nw_or_foehn,false,Original physical macro retained.,valid < CP,NOT_PRODUCTION
v2.1,2010-11-08,21:00,macro_nw_continuum,subtype_nw_or_foehn,macro_nw_continuum,RDC-V1-MONTH-11-C03,RDC-V1-MONTH-11-C03,"{""RDC-V1-MONTH-11-C00"": 0.058459675929, ""RDC-V1-MONTH-11-C01"": 0.220562949058, ""RDC-V1-MONTH-11-C02"": 0.103731701101, ""RDC-V1-MONTH-11-C03"": 0.243739447436, ""RDC-V1-MONTH-11-C04"": 0.236325570397, ""RDC-V1-MONTH-11-C05"": 0.13718065608}","{""macro_nw_continuum"": 0.759087642819, ""macro_southerly_flow"": 0.240912357181}",1.6919286398152558,0.007413877038651262,macro_nw_continuum,1.7410987967132778,1.7719882231612671,0.24373944743553266,true,macro_nw_continuum,subtype_nw_or_foehn,false,Original physical macro retained.,valid < CP,NOT_PRODUCTION
v2.1,2010-11-08,22:00,macro_nw_continuum,subtype_nw_or_foehn,macro_nw_continuum,RDC-V1-MONTH-11-C03,RDC-V1-MONTH-11-C03,"{""RDC-V1-MONTH-11-C00"": 0.058459675929, ""RDC-V1-MONTH-11-C01"": 0.220562949058, ""RDC-V1-MONTH-11-C02"": 0.103731701101, ""RDC-V1-MONTH-11-C03"": 0.243739447436, ""RDC-V1-MONTH-11-C04"": 0.236325570397, ""RDC-V1-MONTH-11-C05"": 0.13718065608}","{""macro_nw_continuum"": 0.759087642819, ""macro_southerly_flow"": 0.240912357181}",1.6919286398152558,0.007413877038651262,macro_nw_continuum,1.7410987967132778,1.7719882231612671,0.24373944743553266,true,macro_nw_continuum,subtype_nw_or_foehn,false,Original physical macro retained.,valid < CP,NOT_PRODUCTION
v2.1,2010-11-08,23:00,macro_nw_continuum,subtype_nw_or_foehn,macro_nw_continuum,RDC-V1-MONTH-11-C03,RDC-V1-MONTH-11-C03,"{""RDC-V1-MONTH-11-C00"": 0.058459675929, ""RDC-V1-MONTH-11-C01"": 0.220562949058, ""RDC-V1-MONTH-11-C02"": 0.103731701101, ""RDC-V1-MONTH-11-C03"": 0.243739447436, ""RDC-V1-MONTH-11-C04"": 0.236325570397, ""RDC-V1-MONTH-11-C05"": 0.13718065608}","{""macro_nw_continuum"": 0.759087642819, ""macro_southerly_flow"": 0.240912357181}",1.6919286398152558,0.007413877038651262,macro_nw_continuum,1.7410987967132778,1.7719882231612671,0.24373944743553266,true,macro_nw_continuum,subtype_nw_or_foehn,false,Original physical macro retained.,valid < CP,NOT_PRODUCTION
v2.1,2010-11-09,20:00,macro_nw_continuum,subtype_nw_or_foehn,macro_nw_continuum,RDC-V1-MONTH-11-C04,RDC-V1-MONTH-11-C04,"{""RDC-V1-MONTH-11-C00"": 0.012087965498, ""RDC-V1-MONTH-11-C01"": 0.073202042344, ""RDC-V1-MONTH-11-C02"": 0.0692048269, ""RDC-V1-MONTH-11-C03"": 0.103873754397, ""RDC-V1-MONTH-11-C04"": 0.682703023573, ""RDC-V1-MONTH-11-C05"": 0.058928387287}","{""macro_nw_continuum"": 0.871866785813, ""macro_southerly_flow"": 0.128133214187}",1.0922549231107148,0.5788292691763883,macro_nw_continuum,1.7401581775723507,3.623041869094362,0.6827030235733454,true,macro_nw_continuum,subtype_nw_or_foehn,false,Original physical macro retained.,valid < CP,NOT_PRODUCTION
v2.1,2010-11-09,21:00,macro_nw_continuum,subtype_nw_or_foehn,macro_nw_continuum,RDC-V1-MONTH-11-C04,RDC-V1-MONTH-11-C04,"{""RDC-V1-MONTH-11-C00"": 0.012087965498, ""RDC-V1-MONTH-11-C01"": 0.073202042344, ""RDC-V1-MONTH-11-C02"": 0.0692048269, ""RDC-V1-MONTH-11-C03"": 0.103873754397, ""RDC-V1-MONTH-11-C04"": 0.682703023573, ""RDC-V1-MONTH-11-C05"": 0.058928387287}","{""macro_nw_continuum"": 0.871866785813, ""macro_southerly_flow"": 0.128133214187}",1.0922549231107148,0.5788292691763883,macro_nw_continuum,1.7401581775723507,3.623041869094362,0.6827030235733454,true,macro_nw_continuum,subtype_nw_or_foehn,false,Original physical macro retained.,valid < CP,NOT_PRODUCTION
v2.1,2010-11-09,22:00,macro_nw_continuum,subtype_nw_or_foehn,macro_nw_continuum,RDC-V1-MONTH-11-C04,RDC-V1-MONTH-11-C04,"{""RDC-V1-MONTH-11-C00"": 0.012087965498, ""RDC-V1-MONTH-11-C01"": 0.073202042344, ""RDC-V1-MONTH-11-C02"": 0.0692048269, ""RDC-V1-MONTH-11-C03"": 0.103873754397, ""RDC-V1-MONTH-11-C04"": 0.682703023573, ""RDC-V1-MONTH-11-C05"": 0.058928387287}","{""macro_nw_continuum"": 0.871866785813, ""macro_southerly_flow"": 0.128133214187}",1.0922549231107148,0.5788292691763883,macro_nw_continuum,1.7401581775723507,3.623041869094362,0.6827030235733454,true,macro_nw_continuum,subtype_nw_or_foehn,false,Original physical macro retained.,valid < CP,NOT_PRODUCTION
v2.1,2010-11-09,23:00,macro_nw_continuum,subtype_nw_or_foehn,macro_nw_continuum,RDC-V1-MONTH-11-C04,RDC-V1-MONTH-11-C04,"{""RDC-V1-MONTH-11-C00"": 0.012087965498, ""RDC-V1-MONTH-11-C01"": 0.073202042344, ""RDC-V1-MONTH-11-C02"": 0.0692048269, ""RDC-V1-MONTH-11-C03"": 0.103873754397, ""RDC-V1-MONTH-11-C04"": 0.682703023573, ""RDC-V1-MONTH-11-C05"": 0.058928387287}","{""macro_nw_continuum"": 0.871866785813, ""macro_southerly_flow"": 0.128133214187}",1.0922549231107148,0.5788292691763883,macro_nw_continuum,1.7401581775723507,3.623041869094362,0.6827030235733454,true,macro_nw_continuum,subtype_nw_or_foehn,false,Original physical macro retained.,valid < CP,NOT_PRODUCTION
