candidate_version,candidate_id,source_candidate_ids,source_strategy,macro_regime_label,subtype_label,latent_component_id,component_family_prior,stratum_type,stratum_value,n_source_rows,mean_interpretability_score,physical_signature,wind_dir_deg_mean,wind_speed_mean,qnh_hpa_mean,relh_mean,dewpoint_depression_mean,precip_pre_cp_sum_mean,cloud_cover_score_mean,temp_slope_pre_cp_mean,dominant_current_regime,design_rationale,causal_inputs,production_status,next_gate_action
v2,RDC-V1-MONTH-10-C04,RDC-V1-MONTH-10-C04,v1_centroid_revision,macro_nw_continuum,subtype_nw_or_foehn,RDC-V1-MONTH-10-C04,nw_or_foehn_candidate,month,10,393,0.3,northerly_nw_flow,23.946221404608053,7.440823210939626,1016.3773970435345,83.36299169973658,2.7797887183050953,0.0,2.3498901142639093,0.2511937754113558,southerly_disrupted,Recast v1 family nw_or_foehn_candidate as macro_nw_continuum / subtype_nw_or_foehn; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-10-C05,RDC-V1-MONTH-10-C05,v1_centroid_revision,macro_southerly_flow,subtype_southerly_disrupted,RDC-V1-MONTH-10-C05,southerly_disrupted_candidate,month,10,164,0.44999999999999996,southerly_flow;windy,162.8608587583552,14.011011354837573,1020.4312684858828,71.29691340451554,5.050432130538838,0.0,2.0014207938247996,0.047324768643845334,southerly_disrupted,Recast v1 family southerly_disrupted_candidate as macro_southerly_flow / subtype_southerly_disrupted; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-11-C00,RDC-V1-MONTH-11-C00,v1_centroid_revision,macro_nw_continuum,subtype_nw_or_foehn,RDC-V1-MONTH-11-C00,nw_or_foehn_candidate,month,11,146,0.4,northerly_nw_flow;windy,333.2991557917466,15.823248244825903,1002.8759169155576,68.17376544054227,5.930452128133708,0.0,1.8439449812244002,0.05980785280251737,southerly_disrupted,Recast v1 family nw_or_foehn_candidate as macro_nw_continuum / subtype_nw_or_foehn; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-11-C01,RDC-V1-MONTH-11-C01,v1_centroid_revision,macro_nw_continuum,subtype_nw_or_foehn,RDC-V1-MONTH-11-C01,nw_or_foehn_candidate,month,11,385,0.4,northerly_nw_flow;windy,356.22092804894817,18.252241434903116,1008.6269525124318,83.62135353661058,2.809880737778888,0.0,2.960015104679106,0.10708303548234986,southerly_disrupted,Recast v1 family nw_or_foehn_candidate as macro_nw_continuum / subtype_nw_or_foehn; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-11-C02,RDC-V1-MONTH-11-C02,v1_centroid_revision,macro_southerly_flow,subtype_southerly_disrupted,RDC-V1-MONTH-11-C02,southerly_disrupted_candidate,month,11,236,0.6,southerly_flow;windy;moist_cloudy_or_rain,184.12399481918663,12.033532030627,1014.4134476799375,90.23175139951582,1.613090262571439,0.0,2.607006230731722,-0.0665761368125671,southerly_disrupted,Recast v1 family southerly_disrupted_candidate as macro_southerly_flow / subtype_southerly_disrupted; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-11-C03,RDC-V1-MONTH-11-C03,v1_centroid_revision,macro_nw_continuum,subtype_nw_or_foehn,RDC-V1-MONTH-11-C03,nw_or_foehn_candidate,month,11,274,0.4,northerly_nw_flow;windy,9.32274914208181,14.558850586920535,1013.3526101220791,75.08511748725633,4.441600378677556,0.0,1.6808492261838317,0.29909270140990524,southerly_disrupted,Recast v1 family nw_or_foehn_candidate as macro_nw_continuum / subtype_nw_or_foehn; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-11-C04,RDC-V1-MONTH-11-C04,v1_centroid_revision,macro_nw_continuum,subtype_nw_or_foehn,RDC-V1-MONTH-11-C04,nw_or_foehn_candidate,month,11,301,0.3,northerly_nw_flow,24.70016507319569,7.331203244349635,1015.4461260813534,82.44760607732607,2.9939945480547845,0.0,2.3048891300507153,0.2440547207896274,southerly_disrupted,Recast v1 family nw_or_foehn_candidate as macro_nw_continuum / subtype_nw_or_foehn; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-11-C05,RDC-V1-MONTH-11-C05,v1_centroid_revision,macro_southerly_flow,subtype_southerly_disrupted,RDC-V1-MONTH-11-C05,southerly_disrupted_candidate,month,11,238,0.44999999999999996,southerly_flow;windy,164.81006798739543,14.7814329416046,1021.0609861900216,71.8081375767473,4.997403645086202,0.0,2.137913114096155,0.09336439103760219,southerly_disrupted,Recast v1 family southerly_disrupted_candidate as macro_southerly_flow / subtype_southerly_disrupted; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-12-C00,RDC-V1-MONTH-12-C00,v1_centroid_revision,macro_southerly_flow,subtype_southerly_disrupted,RDC-V1-MONTH-12-C00,southerly_disrupted_candidate,month,12,187,0.5,southerly_flow;moist_cloudy_or_rain,193.07891914417172,8.2536111978387,1017.724507743291,88.65744223307462,1.9103584436073713,0.0,2.797642310386593,0.04949331625147891,southerly_disrupted,Recast v1 family southerly_disrupted_candidate as macro_southerly_flow / subtype_southerly_disrupted; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-12-C01,RDC-V1-MONTH-12-C01,v1_centroid_revision,macro_nw_continuum,subtype_nw_or_foehn,RDC-V1-MONTH-12-C01,nw_or_foehn_candidate,month,12,461,0.4,northerly_nw_flow;windy,358.70184742839075,18.70127173380969,1010.3687403239057,81.7487102238298,3.1984956114023353,0.0,2.846673206474543,0.13445515300418506,southerly_disrupted,Recast v1 family nw_or_foehn_candidate as macro_nw_continuum / subtype_nw_or_foehn; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-12-C02,RDC-V1-MONTH-12-C02,v1_centroid_revision,macro_light_marine_or_residual,subtype_transition_low_confidence,RDC-V1-MONTH-12-C02,mixed_or_transition,month,12,208,0.25,westerly_component;windy,232.6951768361534,15.846426550105758,1009.7760828421566,69.84576782810295,5.5572231349727055,0.0,1.647925324997967,0.12514900434644846,southerly_disrupted,Recast v1 family mixed_or_transition as macro_light_marine_or_residual / subtype_transition_low_confidence; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-12-C03,RDC-V1-MONTH-12-C03,v1_centroid_revision,macro_southerly_flow,subtype_southerly_disrupted,RDC-V1-MONTH-12-C03,southerly_disrupted_candidate,month,12,210,0.6,southerly_flow;windy;moist_cloudy_or_rain,182.12337674910137,17.018795128162235,1007.6043169527917,87.80544392437389,2.0559583310938043,0.0,2.3097222259104506,-0.16277855397835192,southerly_disrupted,Recast v1 family southerly_disrupted_candidate as macro_southerly_flow / subtype_southerly_disrupted; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-12-C04,RDC-V1-MONTH-12-C04,v1_centroid_revision,macro_nw_continuum,subtype_nw_or_foehn,RDC-V1-MONTH-12-C04,nw_or_foehn_candidate,month,12,236,0.44999999999999996,northerly_nw_flow;moist_cloudy_or_rain,12.34775185389179,9.110342377957886,1009.491378070632,87.74115986412521,2.083327926563208,0.0,2.1897534508488192,0.1375231999977896,southerly_disrupted,Recast v1 family nw_or_foehn_candidate as macro_nw_continuum / subtype_nw_or_foehn; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-12-C05,RDC-V1-MONTH-12-C05,v1_centroid_revision,macro_nw_continuum,subtype_nw_or_foehn,RDC-V1-MONTH-12-C05,nw_or_foehn_candidate,month,12,403,0.3,northerly_nw_flow,31.64038494204017,9.813175545819304,1015.7562442871715,76.55349235395273,4.169821829253807,0.0,2.0992301805890334,0.29725119849805587,southerly_disrupted,Recast v1 family nw_or_foehn_candidate as macro_nw_continuum / subtype_nw_or_foehn; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-2-C00,RDC-V1-MONTH-2-C00,v1_centroid_revision,macro_southerly_flow,subtype_southerly_disrupted,RDC-V1-MONTH-2-C00,southerly_disrupted_candidate,month,2,212,0.6,southerly_flow;windy;moist_cloudy_or_rain,194.98090469667943,15.344968692915103,1011.5613497142326,91.15526852616196,1.4872152139896695,0.0,2.734743263612558,-0.13454337660516213,southerly_disrupted,Recast v1 family southerly_disrupted_candidate as macro_southerly_flow / subtype_southerly_disrupted; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-2-C01,RDC-V1-MONTH-2-C01,v1_centroid_revision,macro_nw_continuum,subtype_nw_or_foehn,RDC-V1-MONTH-2-C01,nw_or_foehn_candidate,month,2,147,0.4,northerly_nw_flow;windy,348.3138286574309,16.376948021531504,1005.2950203418919,70.8677353832515,5.471038012644232,0.0,1.7950070185285325,0.05744680848885002,southerly_disrupted,Recast v1 family nw_or_foehn_candidate as macro_nw_continuum / subtype_nw_or_foehn; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-2-C02,RDC-V1-MONTH-2-C02,v1_centroid_revision,macro_light_marine_or_residual,subtype_maritime_cloudy,RDC-V1-MONTH-2-C02,maritime_cloudy_candidate,month,2,261,0.3,easterly_component;moist_cloudy_or_rain,82.5493821293242,7.305269486784032,1018.6818277456664,85.94048192701945,2.39576805323601,0.0,2.1648443803466715,0.048668161343866825,southerly_disrupted,Recast v1 family maritime_cloudy_candidate as macro_light_marine_or_residual / subtype_maritime_cloudy; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-2-C03,RDC-V1-MONTH-2-C03,v1_centroid_revision,macro_nw_continuum,subtype_nw_or_foehn,RDC-V1-MONTH-2-C03,nw_or_foehn_candidate,month,2,310,0.4,northerly_nw_flow;windy,18.607606870983894,10.098820443766384,1016.1709941057143,78.55231983960604,3.8088785456290304,0.0,1.597496545896995,0.25121565619387376,southerly_disrupted,Recast v1 family nw_or_foehn_candidate as macro_nw_continuum / subtype_nw_or_foehn; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-2-C04,RDC-V1-MONTH-2-C04,v1_centroid_revision,macro_nw_continuum,subtype_nw_or_foehn,RDC-V1-MONTH-2-C04,nw_or_foehn_candidate,month,2,381,0.4,northerly_nw_flow;windy,4.959686700601224,16.877746988199576,1013.2426276529651,81.42177410499987,3.2828869643045815,0.0,2.7688583448524144,0.1281636022124457,southerly_disrupted,Recast v1 family nw_or_foehn_candidate as macro_nw_continuum / subtype_nw_or_foehn; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-2-C05,RDC-V1-MONTH-2-C05,v1_centroid_revision,macro_southerly_flow,subtype_southerly_disrupted,RDC-V1-MONTH-2-C05,southerly_disrupted_candidate,month,2,203,0.44999999999999996,southerly_flow;windy,158.27560953527248,12.57817104339737,1020.6995247049944,70.97975004386323,5.280795803444844,0.0,2.0364195513096406,0.10331466766506651,southerly_disrupted,Recast v1 family southerly_disrupted_candidate as macro_southerly_flow / subtype_southerly_disrupted; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-3-C00,RDC-V1-MONTH-3-C00,v1_centroid_revision,macro_southerly_flow,subtype_southerly_disrupted,RDC-V1-MONTH-3-C00,southerly_disrupted_candidate,month,3,235,0.6,southerly_flow;windy;moist_cloudy_or_rain,203.14539914204065,11.693186443869669,1013.4614204256595,89.78946459061811,1.7147576967299993,0.0,3.0453510641352923,-0.1119041094591781,southerly_disrupted,Recast v1 family southerly_disrupted_candidate as macro_southerly_flow / subtype_southerly_disrupted; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-3-C01,RDC-V1-MONTH-3-C01,v1_centroid_revision,macro_nw_continuum,subtype_nw_or_foehn,RDC-V1-MONTH-3-C01,nw_or_foehn_candidate,month,3,344,0.44999999999999996,northerly_nw_flow;moist_cloudy_or_rain,21.582111930906024,7.461877329332014,1017.5541751080566,85.07310779167886,2.5327046768865613,0.0,1.7626944110945615,0.018523711984319832,southerly_disrupted,Recast v1 family nw_or_foehn_candidate as macro_nw_continuum / subtype_nw_or_foehn; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-3-C02,RDC-V1-MONTH-3-C02,v1_centroid_revision,macro_southerly_flow,subtype_southerly_disrupted,RDC-V1-MONTH-3-C02,southerly_disrupted_candidate,month,3,183,0.6,southerly_flow;windy;moist_cloudy_or_rain,174.29168161528307,15.102605894741885,1024.6121851846224,85.97940713501097,2.3647042969037355,0.0,2.1542528162750694,0.024767675204212122,southerly_disrupted,Recast v1 family southerly_disrupted_candidate as macro_southerly_flow / subtype_southerly_disrupted; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-3-C03,RDC-V1-MONTH-3-C03,v1_centroid_revision,macro_nw_continuum,subtype_nw_or_foehn,RDC-V1-MONTH-3-C03,nw_or_foehn_candidate,month,3,308,0.4,northerly_nw_flow;windy,336.1105372764572,19.94392043678173,1011.3149821002553,74.47589069493955,4.608878886955807,0.0,1.9499399057946378,0.021523277298261003,southerly_disrupted,Recast v1 family nw_or_foehn_candidate as macro_nw_continuum / subtype_nw_or_foehn; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-3-C04,RDC-V1-MONTH-3-C04,v1_centroid_revision,macro_nw_continuum,subtype_nw_or_foehn,RDC-V1-MONTH-3-C04,nw_or_foehn_candidate,month,3,481,0.4,northerly_nw_flow;windy,15.693361899392052,12.088450737076187,1017.3321793671186,80.80441986972949,3.3603375386631233,0.0,2.4494669966861844,0.24083001981669463,southerly_disrupted,Recast v1 family nw_or_foehn_candidate as macro_nw_continuum / subtype_nw_or_foehn; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
v2,RDC-V1-MONTH-3-C05,RDC-V1-MONTH-3-C05,v1_centroid_revision,macro_southerly_flow,subtype_southerly_disrupted,RDC-V1-MONTH-3-C05,southerly_disrupted_candidate,month,3,176,0.44999999999999996,southerly_flow;windy,152.18396396676116,10.885351017282336,1024.4402408176313,68.78617540222331,5.743026156684565,0.0,2.7195734286131907,0.07250150880652202,southerly_disrupted,Recast v1 family southerly_disrupted_candidate as macro_southerly_flow / subtype_southerly_disrupted; dead or low-confidence families remain subtypes rather than promoted macros.,"pre-CP physical centroids: wind direction, wind speed, pressure, humidity, dewpoint depression, precipitation, cloud cover, and pre-CP temperature slope",NOT_PRODUCTION,Keep in regime-design review; run Onda 4 robustness and final physical interpretation before any production classifier change.
